IP,LongURL,PreSuffix,SubDomain,@Symbol,TLDInPath,SuspiciousWords,PunctuationSymbols,DigitsInDomain,Entropy,KLDivergence,Phishy
0,0,0,0,0,0,0,0,0,2.245171589,0.955622313,1
0,2,1,0,0,0,0,0,0,2.626999881,0.291077654,1
0,2,0,0,0,0,0,0,0,2.762782687,0.275608575,1
0,2,1,0,0,1,0,0,1,2.809359894,0.339900218,1
0,2,1,0,0,0,0,0,0,2.88011854,0.305521739,1
0,0,1,0,0,0,0,0,0,2.856206581,0.362359547,1
0,2,0,0,0,0,0,0,0,2.84621277,0.291904043,1
0,2,1,0,0,0,0,0,0,2.794508138,0.335021765,0
0,1,1,0,0,0,0,0,0,2.794508138,0.335021765,0
0,2,1,0,0,0,0,0,0,2.825724766,0.321945445,1
0,1,1,0,0,0,0,0,0,2.825724766,0.321945445,0
0,0,1,0,0,1,0,0,0,2.809364275,0.26241375,1
0,2,0,0,0,1,0,0,0,2.745015821,0.202011967,1
0,0,0,0,0,0,0,0,0,2.284167449,1.511105518,1
0,2,0,0,0,0,0,0,0,2.786126517,0.213606212,1
0,2,0,0,0,1,0,0,0,2.755852255,0.297151979,1
0,1,0,0,0,0,0,0,0,2.531453051,0.568137922,1
0,2,0,0,0,1,0,0,0,2.756015553,0.216662864,1
0,0,0,0,0,1,0,0,0,2.556827168,0.509614809,1
0,0,0,0,0,1,0,0,0,2.343960444,0.600523974,1
0,2,0,0,0,1,0,0,0,2.750504564,0.292890158,1
0,1,0,0,0,1,0,0,0,2.56798269,0.549772895,1
0,2,1,0,0,1,0,0,0,3.047084844,0.238048457,1
0,1,0,0,0,1,0,0,0,2.920908528,0.561799608,1
0,0,0,0,0,1,0,0,1,2.517086594,0.618228929,1
0,1,1,0,0,0,0,0,0,2.740425177,0.330173646,0
0,1,1,0,0,1,0,0,0,2.856912518,0.242093443,1
0,1,0,0,0,1,0,0,0,2.832028025,0.357519559,1
0,0,1,0,0,0,0,0,0,2.514420522,0.555681147,0
1,1,0,1,0,1,0,1,1,2.740402894,0.539210945,0
0,0,0,0,0,0,0,0,0,2.78885799,0.422146999,0
0,0,1,0,0,0,0,0,0,2.686177483,0.430040499,0
0,0,1,0,0,1,0,0,0,2.627340962,0.410159837,1
0,0,1,0,0,1,0,0,0,2.585998763,0.44697793,1
0,1,0,0,0,1,0,0,0,2.684263669,0.452809434,0
0,0,0,0,0,1,0,0,1,2.300610646,0.576063215,0
0,1,0,1,0,1,0,0,0,2.95351927,0.408087601,1
0,2,0,0,0,1,1,0,0,2.784067931,0.297711539,0
0,0,0,0,0,0,0,0,0,2.589366403,0.405168756,0
0,0,0,0,0,1,0,0,0,2.718330014,0.424064283,0
0,0,0,0,0,0,0,0,0,2.031759219,1.033891704,0
0,0,1,0,0,1,0,0,0,2.716222564,0.242205746,1
0,2,0,0,0,1,0,0,0,2.797746676,0.443245754,0
0,0,0,0,0,0,0,0,0,2.582306344,0.572970696,1
0,0,1,0,0,0,0,0,0,2.491798585,0.573860143,1
0,0,0,0,0,0,0,0,0,2.634914063,0.505103732,1
0,2,0,2,0,0,0,0,1,2.673379066,0.311243408,0
0,2,0,0,0,1,1,0,0,2.866034996,0.448971118,0
0,2,0,0,0,0,1,0,0,2.87984873,0.129433951,1
0,2,0,0,0,1,0,0,0,2.718372474,0.34929476,0
0,0,0,0,0,0,0,0,0,2.805293072,0.287746348,1
0,1,0,0,0,0,0,0,0,2.832031887,0.278892728,0
0,0,0,0,0,1,0,0,0,2.681407954,0.272245283,0
0,1,1,0,0,1,0,0,0,2.620309513,0.429700374,0
0,1,1,0,0,1,0,0,1,2.662556926,0.278784283,0
0,1,1,0,0,1,0,0,0,2.618649833,0.321197349,0
0,1,1,0,0,1,0,0,1,2.771846752,0.2317001,0
0,1,1,0,0,1,0,0,0,2.734970907,0.268212219,0
0,2,1,0,0,1,0,0,1,2.627509584,0.338392963,0
0,1,1,0,0,1,0,0,0,2.590746679,0.374081247,0
0,0,0,0,0,0,0,0,0,2.387452648,0.652150211,0
0,1,0,0,0,0,1,0,0,2.822394373,0.335431944,0
0,1,0,0,0,0,1,0,0,2.822394373,0.335431944,0
0,0,0,0,0,0,0,0,0,2.316113923,0.562696272,0
0,2,1,0,0,1,0,0,1,2.775439174,0.432539901,1
0,2,1,0,0,1,0,0,1,2.734071647,0.350345145,1
0,2,1,0,0,1,0,0,1,2.767501105,0.359039134,1
0,2,1,0,0,1,0,0,1,2.761844751,0.296742602,1
0,0,0,0,0,1,0,0,0,2.385416137,0.437403324,0
0,0,0,0,0,1,0,0,0,2.619058059,0.467230188,0
0,2,1,0,0,1,0,0,1,2.749610656,0.276120301,1
0,0,0,0,0,0,0,0,0,2.031759219,1.216126348,0
0,1,1,0,0,0,0,0,1,2.650318463,0.397217476,0
0,2,0,0,0,0,0,0,0,2.704998548,0.371770035,1
0,0,0,0,0,1,0,0,0,2.961354232,0.491721284,1
0,2,0,0,0,1,0,0,0,2.959439222,0.560974849,1
0,1,0,0,0,0,0,0,0,2.529996479,0.568276411,1
0,2,1,1,0,0,0,0,0,2.636298841,0.371914443,0
0,2,1,1,0,0,1,0,0,2.844016134,0.196934611,0
0,0,0,0,0,1,0,0,0,2.630253356,0.397526664,1
0,2,0,1,0,0,0,0,0,2.851581693,0.167158881,1
0,0,0,0,0,0,0,0,0,2.535025162,0.493086093,1
0,0,1,0,0,0,0,0,0,2.708634992,0.386854036,0
0,2,0,0,0,1,0,0,0,2.866977783,0.376087628,0
0,2,0,0,0,1,0,0,0,3.100634273,0.689213852,0
0,0,1,0,0,0,0,0,1,2.66784352,0.412323681,1
0,0,0,0,0,0,0,0,0,2.210253578,1.129752748,0
0,0,0,0,0,1,0,0,0,2.622498229,0.645208226,1
0,1,0,0,0,1,0,0,0,2.876312883,0.281437761,0
0,1,0,0,0,1,0,0,0,2.823999888,0.245214472,0
0,0,1,0,0,0,0,0,0,2.794354823,0.292263837,0
0,0,1,1,0,0,0,0,0,2.441302638,0.882614644,0
0,2,0,1,0,1,1,0,0,2.821609645,0.215569232,1
0,1,0,0,0,1,0,0,0,2.673145119,0.28904846,1
0,1,0,0,0,1,0,0,0,2.662922532,0.303997841,1
0,1,0,0,0,1,0,0,0,2.662922532,0.303997841,1
0,2,0,0,0,1,0,0,0,2.712400829,0.293325201,1
0,1,0,0,0,1,0,0,0,2.678155125,0.307828302,1
0,1,0,0,0,1,0,0,0,2.72064393,0.293025143,1
0,1,1,0,0,1,0,0,0,2.746591161,0.455146835,1
0,0,0,0,0,1,0,0,0,2.673480173,0.400782367,1
0,0,1,0,0,0,0,0,0,2.751522135,0.189149391,1
0,0,1,0,0,0,0,0,1,2.751522135,0.189149391,1
0,0,1,0,0,0,0,0,1,2.504981686,0.455236444,1
0,1,0,0,0,0,0,0,0,2.670703572,0.322724448,0
0,0,0,0,0,0,0,0,0,2.976544517,0.558974516,1
0,2,0,0,0,1,0,0,0,2.915393813,0.296831405,1
0,0,1,0,0,0,0,0,0,2.533686001,0.437711853,1
0,2,0,0,0,1,0,1,0,2.73542905,0.248675592,1
0,2,0,0,0,1,0,0,0,2.745015821,0.202011967,1
0,1,0,0,0,1,1,0,0,2.824727818,0.267021086,1
0,2,0,1,0,0,0,0,0,2.817157208,0.22896266,1
0,1,1,0,0,0,0,0,0,2.778495439,0.198263399,1
0,2,1,0,0,0,0,0,0,2.772845151,0.296920326,1
0,0,0,0,0,0,0,0,0,2.664531613,0.330372045,1
0,0,0,0,0,0,0,0,0,2.757281866,0.269427319,0
0,1,0,0,0,1,0,0,0,2.737813046,0.26287554,0
0,2,1,0,0,1,0,0,1,2.919813149,0.318911686,1
0,0,1,0,0,0,0,0,1,2.724490996,0.429614824,1
0,1,0,0,0,1,0,0,0,2.609699089,0.406224608,1
0,1,0,0,0,1,0,0,0,2.700163739,0.395189959,1
0,0,0,0,0,0,0,0,0,2.489250229,0.598307614,1
0,2,0,0,0,0,0,0,0,2.939616268,0.475116614,1
0,2,1,1,0,1,1,0,1,2.846092687,0.296752119,1
0,2,0,0,0,1,0,0,0,2.94845476,0.116988149,1
0,2,0,0,0,1,0,0,1,2.872765215,0.762374583,1
0,0,0,0,0,0,0,0,1,1.329661349,1.921454708,1
0,2,0,0,0,1,0,0,0,2.666080758,0.489292786,0
0,2,0,0,0,0,0,0,0,2.757046899,0.276255844,1
0,0,1,0,0,0,0,0,0,2.72835237,0.441009739,0
0,2,0,0,0,1,0,1,0,2.893369799,0.305393033,1
0,2,0,0,0,1,0,0,0,2.759730657,0.277767223,1
0,2,1,0,0,1,0,0,0,2.836353443,0.316217893,1
0,2,1,0,0,1,0,0,0,2.836353443,0.316217893,0
0,0,0,0,0,1,0,0,0,2.661742879,0.418960529,1
0,0,0,0,0,1,0,0,0,2.742988478,0.445423926,1
0,2,0,0,0,1,0,0,0,2.985855811,0.426697217,1
0,0,0,0,0,1,0,0,0,2.385046602,0.542233647,1
0,1,1,1,0,1,0,0,0,2.674550385,0.335033744,1
0,2,0,0,0,1,0,0,0,2.67731401,0.253447915,0
0,2,0,0,0,1,0,0,0,2.799875194,0.363159048,1
0,2,0,0,0,1,0,0,0,2.776848591,0.318630353,1
0,0,0,0,0,0,0,0,0,2.460908653,0.49630734,1
0,0,0,0,0,0,0,0,0,2.661964197,0.531523877,0
0,0,0,0,0,0,0,0,0,2.221527603,0.694408692,0
0,0,0,0,0,1,0,0,0,2.769618813,0.481587638,1
0,1,1,2,0,0,1,0,0,2.796051066,0.256912428,1
0,2,0,0,0,1,0,0,0,2.903236008,0.51300783,1
0,0,1,0,0,0,0,0,0,2.67471836,0.37945302,0
0,0,1,0,0,0,0,0,0,2.57528769,0.550457266,0
0,2,0,0,0,1,0,0,0,2.83083775,0.279892969,0
0,0,0,0,0,1,0,0,0,2.68021251,0.591252519,1
0,1,0,0,0,1,0,0,0,2.611231206,0.374291059,1
0,0,0,0,0,1,0,0,0,2.54464723,0.449473087,1
0,2,0,0,0,1,0,0,0,2.96139457,0.276399517,1
0,1,0,0,0,1,0,0,0,2.592247617,0.613768597,1
0,1,0,0,0,1,1,0,0,2.78013112,0.250963741,1
0,0,0,0,0,0,0,0,0,2.757570705,0.494126052,1
0,1,0,0,0,0,0,0,0,2.527966777,0.569221207,1
0,1,0,0,0,0,0,0,0,2.527966777,0.569221207,1
0,1,0,0,0,0,0,0,0,2.558702933,0.593915734,1
0,1,0,0,0,0,0,0,0,2.558702933,0.593915734,1
0,1,0,0,0,0,0,0,0,2.556539762,0.473003894,1
0,1,0,0,0,0,0,0,0,2.556539762,0.473003894,1
0,1,0,0,0,0,0,0,0,2.548084243,0.552857461,1
0,1,0,0,0,0,0,0,0,2.548084243,0.552857461,1
0,0,0,0,0,0,0,1,0,2.394700406,0.618683393,0
0,0,0,0,0,0,0,0,0,2.596117904,0.499902068,1
0,2,1,0,0,1,0,0,0,2.900563428,0.331062717,1
0,2,1,0,0,0,0,0,0,2.806440373,0.42658812,0
0,2,0,0,0,1,0,0,0,2.870892533,0.193421156,1
0,0,0,0,0,0,0,0,0,2.406159575,0.799395243,0
0,2,1,0,0,1,0,0,0,3.058797732,0.205071344,1
0,2,0,0,0,1,0,0,0,3.048832909,0.396753822,1
0,0,0,0,0,0,0,0,0,2.138397246,0.911452631,0
0,0,0,0,0,0,0,0,0,2.44175786,0.668905576,0
0,0,1,0,0,0,0,0,1,2.921657656,0.253342097,1
0,0,0,0,0,0,0,0,1,2.36073609,0.798338768,0
0,0,0,0,0,0,0,0,0,2.341994252,1.38707897,0
0,1,1,0,0,0,0,0,1,2.650318463,0.397217476,0
0,2,1,0,0,1,0,0,0,2.916981627,0.485131272,0
0,0,0,0,0,0,0,0,0,2.098147389,0.997841363,0
0,0,0,0,0,1,0,0,0,2.767636914,0.440897394,0
0,0,0,0,0,1,0,0,0,2.802001039,0.656348903,1
0,2,0,0,0,1,0,0,0,2.64046515,0.438640752,0
0,0,0,0,0,0,0,0,0,2.243618514,0.48270152,0
0,0,0,0,0,1,1,0,0,2.643674162,0.365837178,1
0,2,1,1,0,1,1,0,1,2.780509185,0.16397326,1
0,2,1,2,0,1,1,0,1,2.930179367,0.140505747,1
0,2,1,2,0,1,1,0,1,2.963798281,0.142981213,1
0,2,1,0,0,1,0,0,0,2.786921889,0.075479652,1
0,2,1,2,0,1,1,0,0,2.795959479,0.067264391,1
0,0,0,0,0,0,0,0,0,2.678721604,0.32789737,0
0,2,1,1,0,1,1,0,0,2.784396458,0.07786628,1
0,2,1,2,0,1,1,0,0,2.782765167,0.091206248,1
0,2,1,2,0,1,1,0,1,2.980547561,0.129694666,0
0,2,1,2,0,1,1,0,1,2.933369082,0.102762426,1
0,1,0,0,0,1,1,0,0,2.799162851,0.196429684,1
0,0,1,0,0,1,0,0,1,2.39058427,0.768064813,1
1,2,0,1,0,1,0,0,1,2.799436102,0.078674676,1
0,0,0,0,0,0,0,0,0,1.886696785,1.707579775,0
0,0,0,0,0,0,0,0,0,2.031759219,1.823620598,0
0,1,0,0,0,1,1,0,0,2.799162851,0.196429684,1
0,2,0,0,0,1,0,0,0,2.77025907,0.301923587,1
0,0,0,0,0,0,0,0,0,2.567046454,0.598466527,1
0,1,0,0,0,1,0,0,0,2.662585843,0.263890172,1
0,2,0,0,0,1,0,0,0,2.683457679,0.290622391,1
0,0,0,0,0,1,0,0,0,2.515583393,0.876236112,1
0,1,0,0,0,0,0,0,0,2.69142371,0.389493613,1
0,0,0,0,0,0,0,0,0,2.69801102,1.151212194,1
0,1,0,0,0,0,0,1,1,2.763014949,0.33993781,1
0,1,0,0,0,1,0,0,1,2.664430108,0.343590904,1
0,1,0,0,0,1,0,0,0,2.790520093,0.548915636,1
0,1,0,0,0,1,0,0,1,2.689121779,0.310458072,1
0,1,1,0,0,0,1,0,1,2.614166113,0.432595224,0
0,0,1,0,0,0,0,0,0,2.591405941,0.394688966,1
0,0,1,0,0,0,0,0,1,2.591405941,0.394688966,0
0,2,0,0,0,1,0,1,0,2.845652734,0.465023662,1
0,0,1,0,0,0,0,0,1,2.591405941,0.394688966,1
0,0,0,0,0,0,0,1,0,2.47622065,0.57234847,0
0,0,1,0,0,0,0,0,1,2.591405941,0.394688966,1
0,0,1,0,0,0,0,0,1,2.591405941,0.394688966,1
0,2,0,0,0,1,1,0,0,2.911013624,0.240544558,1
0,0,0,0,0,0,0,0,0,2.705497663,0.178954404,1
0,0,0,0,0,0,0,0,0,2.705497663,0.178954404,1
0,2,1,0,0,1,0,0,0,2.812734728,0.311335915,1
0,1,1,0,0,1,0,0,0,2.726293019,0.42956561,0
0,0,0,0,0,0,0,0,0,2.658101262,0.516672525,1
0,2,0,0,0,1,1,0,0,2.790323376,0.300249597,0
0,1,0,0,0,1,0,0,0,2.683099494,0.363008396,1
0,0,0,0,0,0,0,0,0,2.466577144,0.868913153,1
0,0,0,0,0,0,0,0,0,2.466577144,0.868913153,0
0,2,0,0,0,1,0,0,0,2.709481014,0.184145093,1
0,2,0,0,0,0,0,0,0,2.680795913,0.354456545,1
0,2,0,0,0,1,0,0,0,2.868076566,0.136213738,1
0,2,0,0,0,1,0,0,0,2.722665005,0.351878703,0
0,1,1,0,0,1,0,0,0,2.598341499,0.387922363,0
0,2,1,0,0,0,0,0,0,2.615659708,0.443067374,1
0,2,0,0,0,1,0,0,0,2.725014799,0.523465696,1
0,1,0,0,0,1,0,0,0,2.683989014,0.378556129,1
0,0,0,0,0,0,0,0,0,2.625048159,0.869524585,1
0,1,1,0,0,1,0,0,0,2.786137446,0.182053525,1
0,0,1,0,0,0,0,0,0,2.692599997,0.344271462,0
0,0,1,0,0,1,0,0,1,2.37419324,0.439705698,1
0,0,0,0,0,0,0,0,1,2.388889715,0.680768392,1
0,1,1,0,0,0,1,0,0,2.725101459,0.286590621,0
0,0,0,0,0,0,0,0,0,2.570281286,0.511900274,1
0,0,0,0,0,0,0,0,1,2.620539307,0.530968849,1
0,2,1,2,0,0,0,0,1,3.118201725,0.368907099,0
0,0,0,0,0,1,0,0,0,2.514446653,0.637821764,1
0,2,1,2,0,0,0,0,1,3.12231972,0.367410744,0
0,2,0,0,0,1,0,0,0,2.655956796,0.507148955,1
0,1,1,1,0,0,0,0,0,2.62451946,0.500136892,1
0,0,1,0,0,0,0,0,1,2.638283782,0.628672409,1
0,0,0,0,0,0,1,0,0,2.707828319,0.353903687,1
0,1,1,1,0,0,0,0,0,2.74725784,0.459676285,1
0,2,1,0,0,1,0,0,1,2.771490758,0.306054124,1
0,1,0,0,0,1,0,0,0,2.707418421,0.321667627,1
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,0,0,0,0,0,0,0,0,2.579843965,0.630735248,1
0,0,1,0,0,1,0,0,0,2.629346526,0.320896673,1
0,0,0,0,0,1,0,0,1,2.396192077,0.415030483,1
0,1,1,0,0,1,0,0,0,2.724318832,0.347644005,1
0,0,0,0,0,1,0,0,0,2.609515575,0.546811396,1
0,0,0,0,0,0,0,0,0,2.621567356,0.691819675,1
0,0,0,0,0,0,0,0,0,2.538258446,0.57758841,1
0,0,1,0,0,0,0,0,0,2.556931511,0.532397379,1
0,0,0,0,0,0,0,0,0,2.471838357,0.404569441,1
0,2,0,0,0,1,0,0,0,2.77689995,0.281118622,0
0,1,0,0,0,0,0,0,0,2.703594387,0.261415568,0
0,0,0,0,0,1,0,0,0,2.593569112,0.433804107,1
0,0,0,0,0,0,0,0,0,2.746271027,0.354749617,0
0,0,0,0,0,0,0,0,0,2.746271027,0.354749617,0
0,0,0,0,0,0,0,0,0,2.757281866,0.269427319,0
0,0,0,0,0,1,0,0,0,2.565751996,0.421908212,0
0,1,0,0,0,1,0,0,0,2.707428943,0.61193729,0
1,1,0,1,0,0,0,0,1,2.580522833,0.539438065,1
0,1,1,0,0,1,1,0,0,2.620414866,0.376955033,1
0,2,0,0,0,1,0,0,0,2.903273032,0.402083238,1
0,2,1,0,0,0,0,0,0,2.772845151,0.296920326,1
0,2,0,0,0,1,1,1,0,2.762325292,0.331331753,1
0,2,0,0,0,1,1,1,0,2.728875517,0.330737846,1
0,1,0,0,0,1,0,0,0,2.665754838,0.377166341,1
0,0,0,0,0,0,0,0,0,2.976544517,0.558974516,1
0,0,0,0,0,0,0,0,0,2.67011989,0.972916094,0
0,2,1,1,0,0,0,0,1,2.667578462,0.493744873,1
0,1,0,0,0,1,0,0,0,2.572335986,0.629127561,0
0,2,0,0,0,0,0,0,0,2.553237003,0.953552967,1
0,1,0,0,0,1,0,0,0,2.964702221,0.429502101,1
0,0,0,0,0,0,0,0,0,2.766855908,0.228857314,1
0,2,0,1,0,0,0,0,0,2.449926048,0.573997931,1
0,0,0,0,0,0,0,0,0,2.766855908,0.228857314,1
0,1,0,0,0,1,1,0,0,2.763989797,0.213627776,1
0,1,0,0,0,0,0,0,0,2.544766532,0.455998254,0
0,1,0,0,0,0,0,0,0,2.544766532,0.455998254,0
0,1,0,0,0,0,0,0,0,2.601587532,0.458273968,1
0,0,0,0,0,0,0,0,0,2.606245375,0.379098509,1
0,0,0,0,0,1,0,0,0,2.614160944,0.236829133,1
0,0,0,0,0,1,0,0,1,2.365772627,0.639037605,0
0,0,1,0,0,1,0,0,1,2.775122212,0.263330635,1
0,2,1,0,0,1,0,0,0,2.850976759,0.286330422,1
0,1,1,0,0,1,0,0,0,2.726293019,0.42956561,0
0,2,0,0,0,1,0,0,0,2.821804037,0.266502128,1
0,1,0,0,0,1,0,0,0,2.852907008,0.402664287,1
0,2,0,0,0,1,0,0,0,2.922485121,0.363351549,1
0,2,0,0,0,1,0,0,0,2.922485121,0.363351549,1
0,1,0,0,0,1,0,0,0,2.84315702,0.465008405,1
0,2,0,0,0,1,0,1,0,2.941089955,0.367558074,1
0,1,0,0,0,1,0,0,0,2.84315702,0.465008405,1
0,1,0,0,0,1,0,0,0,2.669758344,0.354223227,0
0,2,0,0,0,1,1,0,0,2.943404628,0.166619336,1
0,2,0,0,0,1,1,0,0,2.84923982,0.177599849,1
0,2,0,0,0,1,1,0,0,2.791197022,0.23560573,1
0,2,0,0,0,1,1,0,0,2.806657328,0.19039852,1
0,2,0,0,0,1,1,0,0,2.801729665,0.201670951,1
0,0,1,0,0,0,0,0,0,2.730881375,0.464758586,0
0,2,0,0,0,1,1,0,0,2.951061188,0.179954853,1
0,2,0,0,0,1,1,0,0,2.900751888,0.199303634,1
0,1,0,0,0,1,0,0,0,2.834836134,0.252889783,1
0,2,0,0,0,1,0,0,0,2.766842909,0.355318975,1
0,0,0,1,0,1,0,0,1,2.486714059,0.629324112,1
0,0,0,0,0,0,0,0,0,2.353293562,0.663950247,1
0,2,0,0,0,0,1,0,1,2.811805326,0.29268528,1
0,0,0,0,0,1,0,0,0,2.799680202,0.28102269,1
0,0,0,0,0,1,0,0,1,2.80080606,0.468968837,0
0,0,0,0,0,0,0,0,0,2.532591161,0.589663204,1
0,0,0,0,0,0,0,0,0,2.381484192,0.87648998,0
0,0,1,0,0,1,0,0,0,2.722382101,0.31201231,1
0,0,0,0,0,0,0,0,0,2.672913002,0.355392038,0
0,0,1,0,0,0,0,0,0,2.605894139,0.219387264,1
0,1,0,0,0,1,0,0,0,2.700197164,0.401316599,0
0,1,0,0,0,0,0,0,0,2.616679488,0.430385983,1
0,1,0,0,0,0,0,0,0,2.616679488,0.430385983,1
0,0,0,0,0,1,0,0,1,2.718931903,0.401673943,1
0,0,0,0,0,1,0,0,0,2.706953074,0.216154909,1
0,2,0,0,0,1,0,0,0,2.757379344,0.213385724,0
0,2,0,0,0,0,1,0,0,2.885905189,0.270009167,0
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,1,0,0,0,1,0,0,0,2.781576434,0.25836778,0
0,0,0,0,0,0,0,0,0,2.609920617,0.410129305,1
0,0,0,0,0,0,0,0,0,2.609920617,0.410129305,1
0,2,0,0,0,1,1,0,0,2.82255576,0.240315083,0
0,0,0,0,0,0,0,0,0,2.311423445,1.30265052,0
0,1,1,1,0,0,0,0,0,2.780955396,0.339606168,0
0,1,0,1,0,0,0,0,0,2.685547627,0.344476219,1
0,1,0,0,0,1,0,0,0,2.684214827,0.363763331,1
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,2,0,0,0,1,0,0,0,2.804707567,0.188865064,1
0,1,0,0,0,0,0,0,0,2.491798585,0.719693942,1
0,0,0,0,0,0,0,0,1,2.264772322,0.666016273,1
0,0,0,0,0,0,0,0,0,2.430791329,1.115374647,0
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,1,0,0,0,0,0,0,0,2.533484516,0.479816343,1
0,2,0,0,0,1,0,0,0,2.849644634,0.234906843,1
0,1,0,0,0,1,0,0,0,2.745284004,0.324156729,1
0,0,1,0,0,1,0,0,0,2.776718559,0.537548148,1
0,1,0,0,0,1,0,0,0,2.941938809,0.315052043,1
0,1,0,0,0,0,0,0,0,2.570223121,0.541390072,1
0,1,0,0,0,0,0,0,0,2.408343336,0.727293823,1
0,0,0,0,0,1,0,0,1,2.051125036,0.984784971,1
0,1,0,0,0,0,0,0,0,2.456142906,0.45448537,1
0,0,0,0,0,0,0,0,1,2.636890811,0.401908123,1
0,0,0,0,0,0,0,0,1,2.660326478,0.327078375,1
0,0,1,0,0,0,0,0,1,2.652587535,0.529155226,1
0,2,0,0,0,1,0,0,1,2.802802034,0.220274409,0
0,0,1,0,0,1,1,0,0,2.568147789,0.415746733,1
0,2,1,0,0,0,0,1,0,2.747759493,0.424058732,1
0,1,1,0,0,0,0,0,1,2.877920966,0.199700105,1
0,1,0,0,0,1,0,0,0,2.727831274,0.453300452,1
0,2,0,0,0,1,0,0,0,2.879481601,0.456587063,1
0,1,1,0,0,1,0,0,1,2.732640416,0.298023312,1
0,2,0,0,0,1,0,0,0,2.692392811,0.327219392,0
0,2,0,0,0,1,0,0,0,2.781720997,0.161334804,1
0,1,0,0,0,1,0,0,0,2.662585843,0.347370567,1
0,0,0,0,0,1,0,0,1,2.341994252,0.569121576,1
0,0,0,0,0,0,0,0,1,2.638283782,0.365582123,1
0,0,1,0,0,0,0,0,0,2.731243216,0.370407512,1
0,1,1,1,0,0,0,0,0,2.698070027,0.463264761,0
0,1,0,0,0,1,0,0,1,2.597250373,0.21844314,0
0,0,0,0,0,0,0,0,1,2.224411831,1.042619441,0
0,2,0,0,0,1,0,1,0,3.12824999,0.362828366,1
0,1,0,0,0,1,0,0,0,2.836096538,0.413788902,0
0,1,0,0,0,0,0,0,0,2.762264569,0.34083621,0
0,0,0,0,0,0,0,0,0,2.426984031,0.687835776,1
0,0,1,0,0,0,0,0,0,2.709767451,0.342628617,0
0,2,1,0,0,0,1,1,0,2.803805411,0.345806963,1
0,2,0,0,0,1,0,1,0,2.934590728,0.429039364,1
0,1,0,0,0,1,0,0,0,2.830867326,0.318145882,1
0,0,1,0,0,0,0,0,0,2.628994826,0.615319626,1
0,0,1,0,0,0,0,0,0,2.282374376,0.907268285,0
0,1,0,0,0,0,0,0,0,2.827882966,0.251802387,0
0,0,1,0,0,1,1,0,0,2.672913002,0.361298152,1
0,0,0,0,0,0,0,0,0,2.341994252,0.817456076,0
0,0,0,0,0,0,0,0,0,2.338371705,1.152167202,0
0,2,1,0,0,0,0,1,0,2.74758842,0.44521465,1
0,0,0,0,0,1,0,0,0,2.764655557,0.314890912,0
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,1,0,0,0,1,0,0,1,2.62165709,0.381633265,0
0,1,0,1,0,1,0,0,1,2.748537281,0.385937581,0
0,1,1,0,0,1,0,0,0,2.762088001,0.254994342,1
0,1,0,0,0,0,0,0,0,2.698498411,0.383095141,1
0,0,0,0,0,1,0,0,0,2.587342346,0.554401393,1
0,2,0,0,0,1,0,0,0,2.743365803,0.309588761,1
0,0,0,0,0,0,0,0,0,2.363921103,0.662303489,0
0,0,0,0,0,0,0,0,1,2.362727308,0.810058984,0
0,0,0,0,0,0,0,0,0,2.214810368,0.911544352,0
0,2,1,1,0,0,0,0,1,2.836923572,0.297655028,0
0,1,0,0,0,1,0,0,1,2.540971027,0.371556823,0
0,0,0,0,0,0,0,0,0,2.675299277,0.242120942,0
0,0,0,2,0,0,0,0,0,2.582608232,0.592487365,1
0,1,0,1,0,0,0,0,0,2.733603948,0.399701334,1
0,2,1,2,0,1,0,0,1,2.837510772,0.19995894,1
0,2,1,2,0,0,0,0,1,2.809444122,0.204250054,1
0,2,0,0,0,1,0,0,0,2.788343336,0.27184034,1
0,2,0,0,0,1,0,0,0,2.726177818,0.315545071,1
0,1,1,2,0,0,0,0,0,2.513223156,0.652401752,1
0,0,0,0,0,1,0,0,0,2.701402311,0.423318834,1
0,1,0,2,0,0,1,0,0,2.750840746,0.24058376,0
0,2,0,0,0,1,0,0,0,2.756093515,0.256729324,1
0,0,0,0,0,1,0,0,0,2.443091082,0.411898916,1
0,0,0,0,0,0,0,0,1,2.58506641,0.421268531,1
0,0,0,0,0,1,0,0,0,2.660326478,0.514416306,1
0,1,1,0,0,1,0,0,1,2.623044884,0.386951173,1
0,0,0,0,0,1,0,0,0,2.601129769,0.289032099,0
0,1,1,0,0,0,0,0,0,2.758341015,0.282206206,1
0,2,0,0,0,1,0,1,0,2.810046495,0.406439234,1
0,1,1,0,0,0,1,0,0,2.783694204,0.252000164,0
0,2,1,1,0,0,0,0,1,2.88820972,0.256972452,0
0,0,0,0,0,0,0,0,0,2.414946496,0.53305464,1
0,1,0,1,0,1,0,0,0,2.84418413,0.275709797,0
0,1,0,0,0,0,0,0,0,2.531732738,0.75053043,1
0,0,0,0,0,0,0,0,0,2.433698951,0.814400617,1
0,0,0,0,0,0,0,0,0,2.582995028,0.586696794,0
0,2,0,0,0,1,0,1,0,2.894922304,0.209028461,0
0,0,1,0,0,0,0,0,0,2.395908119,0.599017456,0
