IP,LongURL,PreSuffix,SubDomain,@Symbol,TLDInPath,SuspiciousWords,PunctuationSymbols,DigitsInDomain,Entropy,KLDivergence,Phishy
0,1,0,0,0,1,0,0,0,2.793016149,0.24536057,1
0,2,1,0,0,1,0,0,0,3.031844307,0.22950073,1
0,2,1,0,0,1,0,0,0,2.944876423,0.264407491,1
0,2,1,0,0,0,0,0,0,2.926725176,0.240583701,0
0,1,0,0,0,0,0,0,0,2.614219292,0.325157282,0
0,2,1,0,0,1,0,0,0,2.990265643,0.216688057,1
0,1,0,0,0,1,0,0,0,2.928374927,0.545378626,1
0,2,0,0,0,1,0,0,0,2.654918025,0.375238126,0
0,1,0,0,0,1,0,0,0,2.768959492,0.425122403,0
0,1,0,0,0,0,0,0,0,2.531732738,0.668751806,0
0,1,0,0,0,0,0,0,0,2.668761533,0.367712771,0
0,0,0,0,0,0,0,0,0,2.575054437,0.422718572,1
0,1,0,0,0,1,0,0,0,2.792389495,0.323875157,1
0,0,0,0,0,0,0,0,0,2.692778988,0.374421064,1
0,0,0,0,0,1,0,0,0,2.505845801,0.866132223,1
0,0,0,0,0,0,0,0,0,2.205598359,0.839687157,0
0,2,0,0,0,0,0,0,0,2.791248065,0.260392415,0
0,1,0,0,0,0,0,0,0,2.707882547,0.199655926,0
0,0,1,0,0,0,0,0,1,2.585673127,0.711492212,0
0,0,0,0,0,1,0,0,0,2.701335376,0.444604952,0
0,0,0,0,0,1,0,0,0,2.503360259,0.502592578,1
0,0,0,0,0,0,0,0,0,2.451583061,0.861262233,0
0,0,0,0,0,0,0,0,0,2.659692826,0.354386728,0
0,1,0,0,0,1,0,0,0,2.712915519,0.402425245,1
0,1,0,0,0,0,0,0,1,2.645501132,0.37427041,0
0,0,0,0,0,0,0,0,0,2.172739348,0.990465064,1
0,0,0,1,0,1,0,0,0,2.690681368,0.38886374,0
0,1,1,0,0,0,1,0,0,2.833749338,0.250681375,0
0,0,0,0,0,0,0,0,0,2.523922033,0.491806024,0
0,2,0,0,0,1,1,1,0,2.694332004,0.286604396,0
0,2,0,0,0,1,0,0,0,2.682292421,0.199652534,0
0,2,0,0,0,1,0,1,0,3.004383411,0.379697903,0
0,0,0,0,0,0,0,0,0,2.245035274,0.967618836,0
0,0,0,0,0,1,0,0,0,2.396810853,0.766306124,0
0,0,0,0,0,1,0,0,0,2.76432463,0.334530272,0
0,1,1,0,0,1,0,0,0,2.813270012,0.148201693,1
0,0,0,0,0,1,0,0,0,2.614160944,0.339742021,1
0,1,0,0,0,1,0,0,0,2.6310318,0.330525698,0
0,2,0,0,0,1,0,0,0,2.74971353,0.261267875,1
0,1,0,0,0,1,0,0,0,2.67243442,0.339064447,1
0,0,0,0,0,0,1,0,0,2.746271027,0.473875484,0
0,0,0,0,0,0,1,0,0,2.746271027,0.473875484,0
0,1,0,0,0,1,0,0,0,2.818762872,0.231851823,0
0,0,0,0,0,0,0,0,0,2.673681372,0.498059303,1
0,0,0,0,0,0,0,0,0,2.673681372,0.498059303,0
0,2,1,0,0,1,0,0,1,2.80460188,0.227609267,1
0,1,1,2,0,0,0,0,0,2.774938801,0.352754032,1
0,0,0,0,0,1,0,0,0,2.650052705,0.415771313,1
0,1,0,0,0,1,0,0,0,2.778130029,0.446004711,1
0,0,0,0,0,0,0,0,0,2.649948793,0.587145316,1
0,0,0,0,0,0,0,0,0,2.649948793,0.587145316,1
0,1,0,0,0,1,0,0,0,2.85007496,0.266686836,1
0,0,0,0,0,1,0,0,0,2.309632531,0.791045053,1
0,1,0,0,0,1,0,0,0,2.67784168,0.292123086,1
0,2,0,0,0,0,0,0,0,2.725264975,0.414656256,1
0,1,0,0,0,0,0,0,0,2.798496183,0.291208943,1
0,0,0,0,0,0,0,0,0,2.698879929,0.614031573,1
0,2,0,0,0,1,0,0,0,2.713978294,0.373995577,1
0,2,0,0,0,0,0,0,0,2.798166712,0.181223206,1
0,0,0,0,0,1,0,0,0,2.833285926,0.37403956,1
0,1,0,0,0,1,0,0,0,2.823157473,0.278177226,0
0,1,0,0,0,1,0,0,0,2.856351558,0.291348221,0
0,1,0,0,0,0,0,0,0,2.798496183,0.291208943,1
0,0,1,0,0,0,0,0,0,2.535694688,0.470642184,1
0,0,0,0,0,0,0,0,0,2.692310994,0.366217598,0
0,0,0,0,0,0,0,0,0,2.245952081,1.274211611,0
0,0,1,0,0,1,0,0,1,2.13779325,0.911026908,1
0,0,0,0,0,1,0,0,0,2.464780763,0.394440065,0
0,1,0,0,0,0,0,0,0,2.462814374,0.656308562,1
0,0,0,0,0,0,0,0,0,2.415052122,1.058357496,1
0,0,0,0,0,0,0,0,0,2.415052122,1.058357496,1
0,1,0,0,0,0,0,0,0,2.698880999,0.35569661,1
0,0,1,0,0,0,0,0,1,2.701935199,0.313839117,1
0,1,0,0,0,1,0,0,0,2.673379066,0.544975287,0
0,2,0,0,0,1,0,0,0,2.655338191,0.395953358,1
0,1,0,0,0,1,0,0,0,2.495184928,0.599877684,0
0,2,1,0,0,1,0,0,0,2.382186529,0.732102328,1
0,0,0,0,0,0,0,0,1,2.082992565,1.182808799,1
0,1,1,0,0,1,0,0,0,2.822265196,0.214615512,1
0,2,0,0,0,0,0,0,0,2.894825994,0.46623892,1
0,2,0,0,0,0,0,0,0,2.894825994,0.46623892,1
0,0,1,1,0,0,0,0,0,2.594263353,0.390831024,0
0,2,1,0,0,1,0,0,0,2.775115741,0.370246521,1
0,1,0,0,0,0,0,0,0,2.483276965,0.643687953,1
0,1,0,0,0,0,0,0,0,2.801920284,0.282583091,1
0,1,0,0,0,0,0,0,0,2.801920284,0.282583091,1
0,2,0,0,0,1,0,0,0,2.779681535,0.244455951,1
0,2,0,0,0,1,0,0,0,2.776170586,0.124093865,1
0,1,0,0,0,1,0,0,0,2.790520093,0.453390406,1
0,2,0,0,0,1,0,0,0,3.101369337,0.544988,0
0,1,0,0,0,0,0,0,0,2.71921539,0.392594845,1
0,0,0,0,0,0,0,0,0,2.651192975,0.513802108,0
0,2,0,0,0,1,0,0,0,2.969554373,0.57924277,0
0,0,0,0,0,1,0,0,0,2.579520006,0.500495279,0
0,0,0,0,0,0,0,0,0,2.339936361,0.792156891,1
0,0,0,0,0,0,0,0,0,2.456142906,0.459122698,0
0,2,0,0,0,1,0,1,1,2.690423613,0.351654933,0
0,0,0,0,0,0,0,0,0,2.306668725,0.995538191,0
0,0,1,0,0,1,0,0,1,2.575687918,0.488475747,1
0,2,0,0,0,1,0,1,0,2.734689555,0.42408426,1
0,1,1,0,0,0,0,0,0,2.765048654,0.329642672,0
0,0,0,0,0,0,0,0,0,2.400563126,0.724561972,1
0,1,0,0,0,1,0,0,0,2.703057276,0.431609797,1
0,1,0,0,0,0,1,0,0,2.69142371,0.341232551,1
0,0,0,0,0,0,0,0,0,2.0718473,0.902360151,1
0,2,0,0,0,0,0,0,0,2.73847537,0.299856671,0
0,1,0,0,0,1,1,0,0,2.662059673,0.357436768,1
0,0,0,0,0,0,0,0,0,2.481787279,0.612961926,0
0,1,0,0,0,0,0,0,0,2.78410517,0.230935955,1
0,2,0,0,0,1,0,0,0,2.689825476,0.478272936,1
0,0,0,0,0,0,0,0,0,2.675053765,0.187178305,1
0,0,0,0,0,0,0,0,0,2.341994252,0.821367362,0
0,1,1,1,0,1,0,0,0,2.819654493,0.362200823,1
0,2,1,2,0,1,1,0,1,3.030825901,0.156365902,0
0,2,1,0,0,1,0,0,0,2.842168076,0.066452648,0
0,2,0,0,0,1,0,0,0,2.569554952,0.335612303,1
0,1,0,0,0,1,0,0,0,2.788613779,0.248511282,0
0,2,1,2,0,1,1,0,0,2.837304244,0.064214452,0
0,2,0,0,0,1,0,0,0,2.733922289,0.223090707,1
0,2,1,1,0,1,1,0,0,2.829066873,0.074514894,0
0,2,1,2,0,1,1,0,0,2.821693814,0.086192733,0
0,2,1,2,0,1,1,0,1,3.01119699,0.171544237,1
0,2,1,1,0,1,0,0,1,2.882835407,0.225146512,0
0,0,0,0,0,0,0,0,0,2.5393674,0.655643589,0
0,0,0,0,0,0,0,0,0,2.557507739,0.617783719,0
0,0,0,0,0,0,0,0,0,2.259293373,0.912541579,1
0,0,1,0,0,0,1,0,0,2.581917477,0.474760954,0
0,0,0,0,0,1,0,0,1,2.650770068,0.341722546,0
0,0,0,0,0,0,0,0,0,2.5059486,1.904012198,1
0,1,1,2,0,0,0,0,1,2.733740071,0.28240212,1
0,0,0,0,0,0,0,0,0,2.64000332,0.237544773,0
0,0,0,0,0,0,0,0,0,2.168056185,1.031628248,1
0,0,0,0,0,0,0,0,0,2.644439954,0.770486592,0
0,0,0,0,0,0,0,0,0,2.028391909,1.00413577,1
0,0,1,0,0,0,0,0,0,2.701402311,0.316616437,1
0,1,1,0,0,1,1,0,0,2.74599867,0.403298237,1
0,0,1,0,0,0,1,0,0,2.672913002,0.387872944,1
0,0,0,0,0,0,0,0,0,2.723418894,0.602892389,0
0,1,1,0,0,0,0,0,0,2.662631312,0.313487107,0
0,0,1,0,0,1,0,0,0,2.593569112,0.478656014,1
0,0,1,0,0,1,0,0,0,2.626707724,0.452235224,0
0,2,0,1,0,1,0,0,1,2.404927339,0.779204928,1
0,2,0,0,0,1,0,0,0,2.795867184,0.282700039,1
0,0,0,0,0,0,0,0,0,2.394700406,0.536926984,1
0,0,0,0,0,1,0,0,0,2.648731597,0.333041623,0
0,2,0,0,0,0,0,0,0,2.716131487,0.386406977,0
0,2,0,0,0,0,0,0,0,2.81519501,0.345607762,1
0,0,0,0,0,0,0,0,0,2.745777886,0.28968899,1
0,1,0,0,0,0,0,0,0,2.778362635,0.28079173,1
0,1,0,0,0,0,0,0,0,2.655132582,0.383969597,1
0,0,0,0,0,0,0,0,0,2.643428155,0.323659856,1
0,0,0,0,0,0,0,0,0,2.643428155,0.323659856,0
0,2,0,0,0,0,0,0,0,2.39261787,0.930985079,1
0,0,0,0,0,0,0,0,0,2.648438335,0.590803851,1
0,0,0,0,0,0,0,0,0,2.648438335,0.590803851,0
0,2,0,0,0,0,0,0,0,2.779057353,0.1645311,1
0,0,0,0,0,0,0,0,0,2.683416265,0.309406073,0
0,1,0,0,0,0,0,0,0,2.453653664,0.686292696,1
0,1,0,0,0,0,0,0,0,2.453653664,0.686292696,1
0,1,0,0,0,0,0,0,0,2.470851543,0.754175867,1
0,0,0,0,0,0,0,0,0,2.602024631,0.554595328,0
0,0,0,0,0,0,0,0,0,2.479955521,0.508828252,1
0,2,0,0,0,0,0,0,0,2.715998252,0.270360492,1
0,2,0,0,0,1,0,0,1,2.644613191,0.385502566,1
0,2,0,0,0,1,0,0,0,2.889545643,0.455797355,1
0,0,0,0,0,0,0,0,0,2.246213837,0.733826655,1
0,0,0,0,0,0,0,0,0,2.246213837,0.733826655,1
0,1,0,0,0,1,0,0,0,2.812935484,0.383577802,0
0,1,1,0,0,0,0,0,0,2.559095514,0.429812958,1
0,2,0,0,0,1,0,0,0,2.910012415,0.22744453,1
0,2,0,0,0,0,0,0,0,2.604356906,0.529973788,1
0,0,0,0,0,0,0,0,0,2.397936544,0.511504627,1
0,2,1,0,0,1,0,0,0,2.699270097,0.308507962,1
0,0,0,0,0,0,0,0,1,2.341994252,0.722126805,0
0,0,0,0,0,0,0,0,0,2.482421268,0.51199605,1
0,1,0,0,0,0,1,0,0,2.798542524,0.268559991,1
0,0,0,0,0,0,0,0,0,2.284167449,0.45657063,1
0,2,0,0,0,1,0,0,0,2.753867841,0.328343172,1
0,0,0,0,0,1,0,0,0,2.841671911,0.359871342,1
0,2,0,0,0,1,0,0,0,2.759541719,0.345653541,1
0,1,0,0,0,1,0,0,0,2.775402793,0.357912475,1
0,2,0,0,0,1,0,0,0,2.789250842,0.34187673,1
0,2,0,0,0,1,0,0,0,2.759385781,0.36748707,1
0,0,0,0,0,0,0,0,0,2.729411393,0.471607872,0
0,0,0,0,0,0,0,0,0,2.729411393,0.471607872,0
0,1,0,0,0,0,1,0,0,2.80473766,0.394100579,1
0,1,0,0,0,0,1,0,0,2.731960904,0.415928818,1
0,2,0,0,0,0,0,0,0,2.895900965,0.464684457,1
0,2,0,0,0,0,0,0,0,2.895900965,0.464684457,0
0,0,1,0,0,0,0,0,1,2.86792246,0.436417304,1
0,2,0,0,0,1,0,0,0,2.710919777,0.311063396,1
0,0,0,0,0,0,0,0,0,2.623950936,0.479702467,1
0,0,0,0,0,0,0,0,0,2.623950936,0.479702467,1
0,0,1,0,0,1,0,0,1,2.660326478,0.377614374,0
0,0,1,0,0,0,0,0,0,2.713578541,0.401254457,1
0,1,0,0,0,1,0,0,0,2.755589124,0.490402871,0
0,0,1,0,0,0,0,0,0,2.570281286,0.584067077,1
0,0,1,0,0,0,0,0,0,2.636391439,0.532546688,1
0,0,1,0,0,0,0,0,1,2.86792246,0.436417304,1
0,2,0,0,0,1,0,0,0,2.901741775,0.272181694,1
0,0,0,0,0,0,0,0,0,2.692340203,0.364975636,1
0,1,0,0,0,1,0,0,0,2.852310602,0.189393328,1
0,0,0,0,0,0,0,0,0,2.787838318,0.312343804,1
0,0,0,0,0,1,0,0,0,2.640946917,0.367057383,1
0,0,0,0,0,1,0,0,1,2.682016054,0.43376144,1
0,0,0,0,0,0,0,0,0,2.602024631,0.554595328,1
0,1,0,0,0,1,0,0,0,2.864086459,0.331745731,0
0,0,0,0,0,0,0,0,0,2.578074865,0.488747063,1
0,0,0,0,0,0,0,0,0,2.578074865,0.488747063,1
0,0,0,0,0,1,0,0,0,2.770973881,0.369424798,1
0,0,0,0,0,0,0,0,0,2.684493594,0.433453342,1
0,2,0,0,0,0,0,0,0,2.586699276,0.517026865,0
0,1,0,0,0,0,0,0,0,2.479905359,0.676279649,1
0,1,0,0,0,0,0,0,0,2.462814374,0.656308562,1
0,0,0,0,0,1,0,0,0,2.670734839,0.373273961,0
0,1,0,0,0,0,0,0,0,2.456581472,0.585138676,1
0,0,0,0,0,0,0,0,0,2.406159575,0.559932672,1
0,0,1,0,0,0,0,0,0,2.606498633,0.41295383,0
0,1,0,0,0,1,0,0,0,2.700815708,0.470451035,0
0,0,0,1,0,0,0,0,0,2.5801309,0.431872347,0
0,1,0,0,0,1,0,0,0,2.817724846,0.401535353,1
0,2,0,0,0,0,0,0,0,2.75601054,0.268798826,1
0,2,0,0,0,1,0,0,0,2.620328239,0.326045401,1
0,1,0,0,0,1,0,0,0,2.717802707,0.278167208,0
0,1,0,0,0,1,0,0,0,2.685335762,0.324994179,0
0,0,0,0,0,1,0,0,0,2.668756605,0.346942895,1
0,1,0,0,0,1,0,0,0,2.774975991,0.246154066,1
0,0,0,0,0,0,0,0,0,2.671181715,0.513622801,0
0,0,0,0,0,0,0,0,0,2.582306344,0.949954048,1
0,0,0,0,0,0,0,0,0,2.680113951,0.399093707,0
0,0,0,0,0,1,0,0,0,2.564354673,0.346795348,0
0,1,0,0,0,0,0,0,0,2.708474922,0.254619024,0
0,0,0,0,0,0,0,0,0,2.450396283,1.106518188,0
0,0,0,0,0,0,0,0,0,1.907283999,1.323294071,1
0,1,0,1,0,1,0,0,1,2.80080606,0.33900026,0
0,1,0,0,0,0,0,0,0,2.844551526,0.131545033,0
0,0,0,0,0,1,0,0,0,2.650964548,0.481517512,1
0,2,1,2,0,1,1,0,1,2.987209755,0.094798008,1
0,2,1,2,0,1,1,0,1,3.005041787,0.156677673,0
0,2,1,0,0,1,0,0,0,2.816509855,0.077691152,0
0,2,1,2,0,1,1,0,0,2.817769821,0.071777615,0
0,2,1,1,0,1,1,0,0,2.806746549,0.08392001,1
0,2,1,2,0,1,1,0,0,2.802172265,0.095208976,0
0,0,0,0,0,0,0,0,0,2.464970891,0.544214748,1
0,2,1,2,0,1,1,0,1,2.943851259,0.121689371,1
1,2,0,1,0,1,0,0,1,2.799436102,0.078674676,0
0,0,0,0,0,0,0,1,0,2.913172508,0.322866136,0
0,0,0,0,0,0,0,0,0,2.232694477,0.725174912,1
